Color Name,Composition in %,Brand,Height in cm (PRODUCT),Length in cm  (PRODUCT),Width/Dia in cm  (PRODUCT),Weight in gram without packing  (PRODUCT),Country of Origin,Oeko-tex (Y/N),GOTS (Y/N),Gsm/m2,Made of recycled material (Y/N),FSC (Y/N),Origin Of Material (Specially by Wood),How many ML can the item contain?,Sustainability in Terms of Material (Y/N),Multipack (Y/N),Age Recommendation,Fragile (Y/N),Outdoor Use (Y/N),Handmade (Y/N),Care instructions,Maximum Load in KG,Waterproof (Y/N),Frostsafe (Y/N),Suitable for dishwasher (Y/N),Suitable for oven (Y/N),Suitable for microwave (Y/N),Suitable for wetrooms (Y/N),Kelvin,Lumen,Lifetime (LED),Max watt,Length of cord,Rechargable,Dimmerable,LED,Shelf life unopend in months,Shelf life opend in months,Perfume (Y/N),Perfume in %,Type of perfume (Natural / Synthetic),Declarational perfumes,PH value,VOC in %,BSE Free,List the preservatives used in the product,Contains palm oil (Y/N),Palm oil in %,Contains RSPO Certified palm oil (Y/N),Cold sensitive (Y/N),Cold sensitive minimum °C,Heat sensitive (Y/N),Heat sensitive maximum °C,Burning time in hours
Clay/OpticBlue,100% Paraffin,OYOY LIVING,26,"5,5","5,5",550,China,No,No,,No,No,China,,No,No,,Yes,No,No,,,No,No,No,No,No,No,,,,,,,,,,,No,,,,,,Yes,,No,,,,,,,72
Clay/White,100% Paraffin,OYOY LIVING,26,"5,5","5,5",550,China,No,No,,No,No,China,,No,No,,Yes,No,No,,,No,No,No,No,No,No,,,,,,,,,,,No,,,,,,Yes,,No,,,,,,,72
OpticBlue/Camel,100% Paraffin,OYOY LIVING,26,"5,5","5,5",550,China,No,No,,No,No,China,,No,No,,Yes,No,No,,,No,No,No,No,No,No,,,,,,,,,,,No,,,,,,Yes,,No,,,,,,,72
Clay/White,100% Paraffin,OYOY LIVING,26,"5,5","5,5",550,China,No,No,,No,No,China,,No,No,,Yes,No,No,,,No,No,No,No,No,No,,,,,,,,,,,No,,,,,,Yes,,No,,,,,,,72
DarkNature,100% Ash,OYOY LIVING,89,"15,5","42,5",3500,China,No,No,,No,Yes,US,,Yes,No,,No,No,No,,18,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
CherryRed,100% Recycled Polyester,OYOY LIVING,5,42,42,440,India,No,No,225,Yes,No,India,,Yes,No,,No,Yes,No,,,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Recycled Polyester,OYOY LIVING,5,42,50,1170,India,No,No,225,Yes,No,India,,Yes,No,,No,Yes,No,,,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
DarkNature,Stained Ash / Stained Ash Veneer,OYOY LIVING,88,"14,5",63,5600,China,No,No,,No,Yes,US,,Yes,No,,No,No,No,,110,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,Ash / Ash Veneer,OYOY LIVING,88,"14,5",63,5600,China,No,No,,No,Yes,US,,Yes,No,,No,No,No,,110,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
CherryRed,"100% Cotton, 100% Recycled Polyester Filling",OYOY LIVING,"3,5",30,39,290,India,No,No,225,Yes,No,India,,Yes,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
BrownedBrass,100% Stainless Steel. Browned Brass Coated,OYOY LIVING,"5,8",36,36,540,China,No,No,,No,No,China,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Jade,100% Glass,OYOY LIVING,7,7,7,10,China,No,No,,No,No,China,,Yes,No,,Yes,No,Yes,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutmeg,100% Glass,OYOY LIVING,7,7,7,10,China,No,No,,No,No,China,,Yes,No,,Yes,No,Yes,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Amber,100% Glass,OYOY LIVING,7,7,7,10,China,No,No,,No,No,China,,Yes,No,,Yes,No,Yes,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke,100% Glass,OYOY LIVING,7,7,7,10,China,No,No,,No,No,China,,Yes,No,,Yes,No,Yes,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Clear,100% Glass,OYOY LIVING,7,7,7,10,China,No,No,,No,No,China,,Yes,No,,Yes,No,Yes,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
BrownedBrass,100% Stainless Steel. Browned Brass Coated,OYOY LIVING,17,"43,5","43,5",2760,China,No,No,,No,No,China,,No,No,,No,No,No,,,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Jade,100% Glass,OYOY LIVING,7,7,7,10,China,No,No,,No,No,China,,Yes,No,,Yes,No,Yes,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutmeg,100% Glass,OYOY LIVING,7,7,7,10,China,No,No,,No,No,China,,Yes,No,,Yes,No,Yes,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Amber,100% Glass,OYOY LIVING,7,7,7,10,China,No,No,,No,No,China,,Yes,No,,Yes,No,Yes,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke,100% Glass,OYOY LIVING,7,7,7,10,China,No,No,,No,No,China,,Yes,No,,Yes,No,Yes,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Clear,100% Glass,OYOY LIVING,7,7,7,10,China,No,No,,No,No,China,,Yes,No,,Yes,No,Yes,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
CherryRed,"100% Cotton, 100% Recycled Polyester Filling",OYOY LIVING,"25,5",33,2,240,India,No,No,225,Yes,No,India,,Yes,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Grey,"100% Cotton, 100% Recycled Polyester Filling",OYOY LIVING,"25,5",33,2,290,India,No,No,225,Yes,No,India,,Yes,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Jute,OYOY LIVING,"0,6",120,120,2700,India,No,No,,No,No,India,,Yes,No,,No,No,Yes,Dry Cleaning,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
White/Black,"100% Craft Paper, Iron",OYOY LIVING,2,25,5,90,India,No,No,,No,Yes,Brazil / Finland,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
White/Black,100% Craft Paper,OYOY LIVING,2,60,5,70,India,No,No,,No,Yes,Brazil / Finland,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown/Black,100% Craft Paper,OYOY LIVING,2,60,5,70,India,No,No,,Yes,No,India,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
White/Black,100% Craft Paper,OYOY LIVING,2,40,5,50,India,No,No,,No,Yes,Brazil / Finland,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown/Black,100% Craft Paper,OYOY LIVING,2,40,5,50,India,No,No,,Yes,No,India,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
White/Black,100% Craft Paper,OYOY LIVING,2,25,5,40,India,No,No,,No,Yes,Brazil / Finland,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown/Black,100% Craft Paper,OYOY LIVING,2,25,5,40,India,No,No,,Yes,No,India,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Butter/CherryRed,100% Recycled Polyester,OYOY MINI,"0,2",37,27,800,China,Yes,No,190,Yes,No,China,,Yes,Yes,0,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
CherryRed,100% Organic Cotton / 100% Thermo Balls Filling,OYOY MINI,38,50,33,470,India,Yes,Yes,185,No,No,India,,Yes,No,3,No,No,No,"Do Not Bleach,Do Not Iron And Do Not Dry Clean,Do Not Tumble Dry,Do Not wash",,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
White/Black,80% Wool - 20% Cotton,OYOY MINI,"1,5",25,32,270,India,No,No,3369,No,No,India,,Yes,No,No specific minimum age,No,No,Yes,Vacuum cleaning / Spot clean,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Red,80% Wool - 20% Cotton,OYOY MINI,"1,5",26,31,250,India,No,No,3143,No,No,India,,Yes,No,No specific minimum age,No,No,Yes,Vacuum cleaning / Spot clean,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramel,80% Wool - 20% Cotton,OYOY MINI,"1,5",29,29,300,India,No,No,3605,No,No,India,,Yes,No,No specific minimum age,No,No,Yes,Vacuum cleaning / Spot clean,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,80% Wool - 20% Cotton,OYOY MINI,"1,5",24,"28,5",250,India,No,No,3713,No,No,India,,Yes,No,No specific minimum age,No,No,Yes,Vacuum cleaning / Spot clean,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,"100% Cotton, 100% Recycled Polyester Filling",OYOY MINI,5,16,15,800,India,Yes,No,,No,No,India,,Yes,No,0,No,No,No,Do not wash,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,"100% Cotton, 100% Recycled Polyester Filling",OYOY MINI,5,15,12,900,India,Yes,No,,No,No,India,,Yes,No,0,No,No,No,Do not wash,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,"100% Cotton, 100% Recycled Polyester Filling",OYOY MINI,"5,5",15,17,140,India,Yes,No,,No,No,India,,Yes,No,0,No,No,No,Do not wash,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay/OpticBlue,"Stainless Steel, PP",OYOY LIVING,"22,2","7,6","7,6",270,China,No,No,,No,No,China,520,No,No,,No,No,No,Handwash only (Not dishwasher safe),,Yes,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Butter/Nutmeg,"Stainless Steel, PP",OYOY LIVING,"22,2","7,6","7,6",270,China,No,No,,No,No,China,520,No,No,,No,No,No,Handwash only (Not dishwasher safe),,Yes,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,80% Wool - 20% Cotton,OYOY LIVING,"2,5",300,240,30200,India,No,No,,No,No,India,,Yes,No,,No,No,Yes,Dry Cleaning,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,80% Wool - 20% Cotton,OYOY LIVING,"2,5",200,140,11300,India,No,No,,No,No,India,,Yes,No,,No,No,Yes,Dry Cleaning,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural,100% Leather,OYOY LIVING,40,40,40,340,India,No,No,,No,No,India,,No,No,,No,No,No,Clean with damp cloth,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,100% Leather,OYOY LIVING,40,40,40,380,India,No,No,,No,No,India,,No,No,,No,No,No,Clean with damp cloth,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
LightRubber,100% Silicone,OYOY LIVING,"2,5","44,1","40,8",530,China,No,No,,No,No,China,,No,No,,No,No,No,,,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
OpticBlue,100% Silicone,OYOY LIVING,"2,5","44,1","40,8",530,China,No,No,,No,No,China,,No,No,,No,No,No,,,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,100% Organic Cotton,OYOY MINI,"0,3",140,100,410,India,Yes,Yes,120,No,No,India,,No,No,3,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,100% Organic Cotton,OYOY LIVING,"0,3",220,140,840,India,Yes,Yes,120,No,No,India,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,100% Organic Cotton,OYOY LIVING,"0,3",200,140,760,India,Yes,Yes,120,No,No,India,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue,100% Organic Cotton,OYOY MINI,"0,3",70,100,220,India,Yes,Yes,120,No,No,India,,No,No,0,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue,100% Organic Cotton,OYOY MINI,"0,3",140,100,410,India,Yes,Yes,120,No,No,India,,No,No,3,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue,100% Organic Cotton,OYOY LIVING,"0,3",220,140,840,India,Yes,Yes,120,No,No,India,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue,100% Organic Cotton,OYOY LIVING,"0,3",200,140,750,India,Yes,Yes,120,No,No,India,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
OpticBlue,100% Paraffin,OYOY LIVING,35,"2,2","2,2",160,Denmark,Yes (Wick),No,,No,No,Denmark,,No,Yes,,Yes,No,Yes,Trim wick to 1/4 before use. Do not burn for more than 2 hours,,No,No,No,No,No,No,,,,,,,,,,,No,,,,,,Yes,,No,,,,,,,2
OpticBlue,100% Paraffin,OYOY LIVING,12,"1,3","1,3",500,Denmark,Yes (Wick),No,,No,No,Denmark,,No,Yes,,Yes,No,Yes,Trim wick to 1/4 before use. Do not burn for more than 2 hours,,No,No,No,No,No,No,,,,,,,,,,,No,,,,,,Yes,,No,,,,,,,12
Nature/Clay,"Rattan, Polyrattan",OYOY LIVING,36,42,54,2760,Indonesia,No,No,,No,No,Indonesia,,No,No,,Yes,No,Yes,Wipe with cloth,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature/Clay,"Rattan, Polyrattan",OYOY LIVING,40,70,70,3480,Indonesia,No,No,,No,No,Indonesia,,No,No,,Yes,No,Yes,Wipe with cloth,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature/Clay,"Rattan, Polyrattan",OYOY LIVING,84,69,71,6060,Indonesia,No,No,,No,No,Indonesia,,No,No,,Yes,No,Yes,Wipe with cloth,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Latte,100% Paraffin,OYOY LIVING,34,"2,2","2,2",160,Denmark,Yes (Wick),No,,No,No,Denmark,,No,Yes,,Yes,No,Yes,Trim wick to 1/4 before use. Do not burn for more than 2 hours,,No,No,No,No,No,No,,,,,,,,,,,No,,,,,,Yes,,No,,,,,,,12
Camel,100% Paraffin,OYOY LIVING,34,"2,2","2,2",160,Denmark,Yes (Wick),No,,No,No,Denmark,,No,Yes,,Yes,No,Yes,Trim wick to 1/4 before use. Do not burn for more than 2 hours,,No,No,No,No,No,No,,,,,,,,,,,No,,,,,,Yes,,No,,,,,,,10
White,100% Paraffin,OYOY LIVING,28,"2,2","2,2",110,Denmark,Yes (Wick),No,,No,No,Denmark,,No,Yes,,Yes,No,Yes,Trim wick to 1/4 before use. Do not burn for more than 2 hours,,No,No,No,No,No,No,,,,,,,,,,,No,,,,,,Yes,,No,,,,,,,10
Powder,100% Glass,OYOY LIVING,9,"10,9","10,9",500,China,No,No,,No,No,China,330,Yes,No,,Yes,No,Yes,,,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilla,100% Glass,OYOY LIVING,9,"10,9","10,9",500,China,No,No,,No,No,China,330,Yes,No,,Yes,No,Yes,,,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose,100% Glass,OYOY LIVING,9,"10,9","10,9",500,China,No,No,,No,No,China,330,Yes,No,,Yes,No,Yes,,,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Jade,100% Glass,OYOY LIVING,9,"10,9","10,9",500,China,No,No,,No,No,China,330,Yes,No,,Yes,No,Yes,,,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender,100% Glass,OYOY LIVING,9,"10,9","10,9",500,China,No,No,,No,No,China,330,Yes,No,,Yes,No,Yes,,,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
CherryRed/Nutmeg,100% Silicone,OYOY MINI,5,"23,5","11,5",200,China,No,No,,No,Yes,China,"Cherry: 270ml, Strawberry: 200ml",No,Yes,0,No,Yes,No,,,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,Yes,-40℃,Yes,220℃,
Camel,100% Cotton Rope,OYOY MINI,"0,5",93,93,1260,China,No,No,,No,No,China,,No,No,No specific minimum age,No,No,No,Vacuum cleaning / Spot clean,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,100% Cotton Rope,OYOY MINI,"0,5",54,54,360,China,No,No,,No,No,China,,No,No,No specific minimum age,No,No,No,Vacuum cleaning / Spot clean,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,"100% Cotton, Polystyrene beads filling",OYOY MINI,90,60,60,1850,China,No,No,,No,No,China,,No,No,3,No,No,No,Spot clean with damp cloth,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqua,"100% Cotton, Polystyrene beads filling",OYOY MINI,90,60,60,1850,China,No,No,,No,No,China,,No,No,3,No,No,No,Spot clean with damp cloth,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature/Clay,"Rattan, Polyrattan",OYOY MINI,42,40,40,1680,Indonesia,No,No,,No,No,Indonesia,,No,No,3,Yes,No,Yes,Wipe with cloth,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilla/Olive,"Rattan, Polyrattan",OYOY MINI,42,40,40,1680,Indonesia,No,No,,No,No,Indonesia,,No,No,3,Yes,No,Yes,Wipe with cloth,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature/Clay,"Rattan, Polyrattan",OYOY MINI,60,46,45,2540,Indonesia,No,No,,No,No,Indonesia,,No,No,3,Yes,No,Yes,Wipe with cloth,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilla/Olive,"Rattan, Polyrattan",OYOY MINI,60,46,45,2540,Indonesia,No,No,,No,No,Indonesia,,No,No,3,Yes,No,Yes,Wipe with cloth,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi,"100% Cotton, 100% Recycled Polyester Filling",OYOY MINI,3,20,10,500,India,Yes,No,,No,No,India,,Yes,No,0,No,No,No,Do not wash,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Grey,"100% Cotton, 100% Recycled Polyester Filling",OYOY MINI,8,20,16,210,India,Yes,No,,No,No,India,,Yes,No,0,No,No,No,Do not wash,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,80% Wool - 20% Cotton,OYOY MINI,"1,5",180,75,5700,India,No,No,4219,No,No,India,,Yes,No,No specific minimum age,No,No,Yes,Vacuum cleaning / Spot clean,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow,80% Wool - 20% Cotton,OYOY MINI,"1,5",180,75,5700,India,No,No,4219,No,No,India,,Yes,No,No specific minimum age,No,No,Yes,Vacuum cleaning / Spot clean,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,80% Wool - 20% Cotton,OYOY MINI,2,120,120,4550,India,No,No,3150,No,No,India,,No,No,No specific minimum age,No,No,Yes,Vacuum cleaning / Spot clean,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Saffron,80% Wool - 20% Cotton,OYOY MINI,2,120,120,4550,India,No,No,3150,No,No,India,,No,No,No specific minimum age,No,No,Yes,Vacuum cleaning / Spot clean,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,"100% Cotton, 100% Recycled Polyester Filling",OYOY MINI,16,60,32,570,India,Yes,No,,No,No,India,,No,No,0,No,No,No,Mild Machine Wash 33,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Beige,"100% Cotton, 100% Recycled Polyester Filling",OYOY MINI,15,45,36,450,India,Yes,No,,No,No,India,,No,No,0,No,No,No,Mild Machine Wash 32,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Saffron,"100% Cotton, 100% Recycled Polyester Filling",OYOY MINI,10,45,17,190,India,Yes,No,,No,No,India,,No,No,0,No,No,No,Mild Machine Wash 31,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
PaleMint/Choko/IceBlue,"Silicone, Stainless Steel",OYOY MINI,"1,7","14,5","1,7",900,China,No,No,,No,No,China,,No,No,3,No,No,No,,,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender/Vanilla/CherryRed,"Silicone, Stainless Steel",OYOY MINI,"1,7","14,5","1,7",900,China,No,No,,No,No,China,,No,No,3,No,No,No,,,Yes,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
DarkCaramel,100% Silicone,OYOY MINI,"0,2",49,35,250,China,No,No,,No,No,China,,No,No,0,No,No,No,,,Yes,Yes (-40℃),Yes,Yes (220℃),Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Butter,100% Silicone,OYOY MINI,"0,2",45,35,380,China,No,No,,No,No,China,,No,No,0,No,No,No,,,Yes,Yes (-40℃),Yes,Yes (220℃),Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,100% Silicone,OYOY MINI,"0,2","45,5",37,220,China,No,No,,No,No,China,,No,No,0,No,No,No,,,Yes,Yes (-40℃),Yes,Yes (220℃),Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
CherryRed,100% Silicone,OYOY MINI,"0,2",39,39,240,China,No,No,,No,No,China,,No,No,0,No,No,No,,,Yes,Yes (-40℃),Yes,Yes (220℃),Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,100% Silicone,OYOY LIVING,"2,5","44,1","40,8",530,China,No,No,,No,No,China,,No,No,,No,No,No,,,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Beige,"100% Marble, 100% Iron",OYOY LIVING,32,14,14,800,China,No,No,,No,No,China,,No,No,,Yes,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Butter,100% Terracotta,OYOY LIVING,"1,9",22,22,920,China,No,No,,No,No,China,,No,Yes,,Yes,No,No,,,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Butter,100% Terracotta,OYOY LIVING,4,19,19,960,China,No,No,,No,No,China,,No,Yes,,Yes,No,No,,,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Butter,100% Terracotta,OYOY LIVING,"1,9",27,27,1540,China,No,No,,No,No,China,,No,Yes,,Yes,No,No,,,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature,100% Oak,OYOY LIVING,74,140,140,54000,Bosnia,No,No,,No,Yes,Bosnia,,No,No,,No,No,No,Wipe with dry cloth,20,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,100% Steel,OYOY LIVING,30,81,"75,1",9600,China,Yes,No,,No,No,China,,No,No,,No,Yes,No,Spot clean and wipe off with moist cloth,50,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,"100% Steel, 100% Polyester",OYOY LIVING,35,81,76,8550,China,Yes,No,,No,No,China,,No,No,,No,Yes,No,Spot clean and wipe off with moist cloth,110,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,"100% Steel, 100% Polyester",OYOY LIVING,68,81,99,15400,China,Yes,No,,No,No,China,,No,No,,No,Yes,No,Spot clean and wipe off with moist cloth,110,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
DarkBlue/White,100% Organic Cotton,OYOY LIVING,11,48,48,150,India,Yes,Yes,180,No,No,India,,Yes,No,,No,No,No,"Do Not Bleach,Iron Low Temp,Tumble Dry Low Temp And Do Not Dry Clean,Wash At 40 °C",,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
DarkBlue/White,100% Organic Cotton,OYOY LIVING,"0,2",260,140,810,India,No,Yes,175,No,No,India,,Yes,No,,No,No,No,"Do Not Bleach,Iron Medium Temp,Tumble Dry Low Temp And Do Not Dry Clean,Wash At 60 °C",,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
DarkBlue/White,100% Organic Cotton,OYOY LIVING,"0,2",200,140,620,India,No,Yes,175,No,No,India,,Yes,No,,No,No,No,"Do Not Bleach,Iron Medium Temp,Tumble Dry Low Temp And Do Not Dry Clean,Wash At 60 °C",,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
DarkBlue/White,100% Organic Cotton,OYOY LIVING,"0,2",45,45,180,India,No,Yes,175,No,No,India,,Yes,Yes,,No,No,No,"Do Not Bleach,Iron Medium Temp,Tumble Dry Low Temp And Do Not Dry Clean,Wash At 60 °C",,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Offwhite,100% Marble,OYOY LIVING,3,14,14,850,China,No,No,,No,No,China,,No,No,,Yes,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Beige,100% Marble,OYOY LIVING,3,14,14,850,China,No,No,,No,No,China,,No,No,,Yes,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Choko,100% Marble,OYOY LIVING,3,14,14,850,China,No,No,,No,No,China,,No,No,,Yes,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender,100% Organic Cotton,OYOY MINI,"0,3",70,100,220,India,Yes,Yes,120,No,No,India,,No,No,0,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender,100% Organic Cotton,OYOY MINI,"0,3",140,100,410,India,Yes,Yes,120,No,No,India,,No,No,3,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender,100% Organic Cotton,OYOY LIVING,"0,3",220,140,840,India,Yes,Yes,120,No,No,India,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender,100% Organic Cotton,OYOY LIVING,"0,3",200,140,760,India,Yes,Yes,120,No,No,India,,No,No,,No,No,No,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutmeg,100% Paraffin,OYOY LIVING,28,"2,2","2,2",110,Denmark,Yes (Wick),No,,No,No,Denmark,,No,Yes,,Yes,No,Yes,Trim wick to 1/4 before use. Do not burn for more than 2 hours,,No,No,No,No,No,No,,,,,,,,,,,No,,,,,,Yes,,No,,,,,,,10
