Name,Availability,Artikel Nummer,Price €,Details,Description,Images
Eiffel Hobnail Jug 1L Light Blue,Item in Stock (9 pcs),130-14,"46.5
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_1000 ml• 33.8 oz,Produktinformation_Diameter_12,3 cm• 4,9in,Produktinformation_Height_28 cm• 11.1 in,Produktinformation_Weight_1,8 kg • 4.0 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1222-1_eiffel-hobnail-jug-1l-light-blue.jpg?649ac7f4,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1222-1_eiffel-hobnail-jug-1l-light-blue.jpg?649ac7f4,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1222-1_eiffel-hobnail-jug-1l-light-blue.jpg?649ac7f4,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1222-2_eiffel-hobnail-jug-1l-light-blue.jpg?6549e234,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1222-2_eiffel-hobnail-jug-1l-light-blue.jpg?6549e234,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1222_eiffel-hobnail-jug-1l-light-blue.jpg?6549e212,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1222_eiffel-hobnail-jug-1l-light-blue.jpg?6549e212,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1222-3_eiffel-hobnail-jug-1l-light-blue.jpg?6549e5fd,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1222-3_eiffel-hobnail-jug-1l-light-blue.jpg?6549e5fd,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1222-4_ambiente-2024-4.jpg?65d63055,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1222-4_ambiente-2024-4.jpg?65d63055,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1222-6_ambiente-2024-3.jpg?65d63060,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1222-6_ambiente-2024-3.jpg?65d63060,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1222-5_eiffel-hobnail-jug-1l-light-blue.jpg?65d63057,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1222-5_eiffel-hobnail-jug-1l-light-blue.jpg?65d63057"
Opaline Eiffel Hobnail Jug 1L Pastel Blue,Item in Stock (41 pcs),130-141,"51
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_1000 ml• 33.8 oz,Produktinformation_Diameter_12,3 cm• 4,9in,Produktinformation_Height_28 cm• 11.1 in,Produktinformation_Weight_1,8 kg • 4.0 lbs","<span>This elegant jug ordained with the traditional hobnail pattern native to Bohemia, Czech Republic is a delightful and useful piece for any occasion. It is mouth-blown and 100% handmade with care and expertise. An eternal classic that now comes in an array of colours, that will fit any mood or season.</span>",
Eiffel Hobnail Jug 1L Light Green,Item in Stock (15 pcs),130-21,"46.5
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_1000 ml• 33.8 oz,Produktinformation_Diameter_12,3 cm• 4,9in,Produktinformation_Height_28 cm• 11.1 in,Produktinformation_Weight_1,8 kg • 4.0 lbs",N/A,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2784-1_eiffel-hobnail-jug-1l-light-green.jpg?649ac802
Eiffel Hobnail Jug 1L Lavender,Item in Stock (40 pcs),130-27,"46.5
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_1000 ml• 33.8 oz,Produktinformation_Diameter_12,3 cm• 4,9in,Produktinformation_Height_28 cm• 11.1 in,Produktinformation_Weight_1,8 kg • 4.0 lbs",N/A,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2787_eiffel-hobnail-jug-1l-lavender.jpg?649ac7e7
Eiffel Hobnail Jug 1L New Brown,Item in Stock (18 pcs),130-30,"46.5
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_1000 ml• 33.8 oz,Produktinformation_Diameter_17 cm• 6.7in,Produktinformation_Height_27 cm• 10.6 in,Produktinformation_Weight_1,8 kg • 4.0 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2790-1_eiffel-hobnail-jug-1l-new-brown.jpg?649ac851,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2790-1_eiffel-hobnail-jug-1l-new-brown.jpg?649ac851,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2790-1_eiffel-hobnail-jug-1l-new-brown.jpg?649ac851,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2790_mix-jugs.jpg?6543a4f4,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2790_mix-jugs.jpg?6543a4f4,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2790-2_ambiente-2024-4.jpg?65d631ed,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2790-2_ambiente-2024-4.jpg?65d631ed"
Eiffel Hobnail Jug 1L Olivegreen,Item in Stock (12 pcs),130-32,"46.5
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_1000 ml• 33.8 oz,Produktinformation_Diameter_12,3 cm• 4,9in,Produktinformation_Height_28 cm• 11.1 in,Produktinformation_Weight_1,8 kg • 4.0 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1228-1_eiffel-hobnail-jug-1l-olivegreen.jpg?649ac863,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1228-1_eiffel-hobnail-jug-1l-olivegreen.jpg?649ac863,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1228-1_eiffel-hobnail-jug-1l-olivegreen.jpg?649ac863,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1228_ambiente-2024-4.jpg?65d631d3,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1228_ambiente-2024-4.jpg?65d631d3"
Eiffel Hobnail Jug 1L Lilla,Item in Stock (28 pcs),130-40,"46.5
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_1000 ml• 33.8 oz,Produktinformation_Diameter_12,3 cm• 4,9in,Produktinformation_Height_28 cm• 11.1 in,Produktinformation_Weight_1,8 kg • 4.0 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1231-1_eiffel-hobnail-jug-1l-lilla.jpg?649ac812,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1231-1_eiffel-hobnail-jug-1l-lilla.jpg?649ac812,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1231-1_eiffel-hobnail-jug-1l-lilla.jpg?649ac812,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1231_mix-jugs.jpg?6543a478,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1231_mix-jugs.jpg?6543a478,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1231-2_eiffel-hobnail-jug-1l-lilla.jpg?6549e256,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1231-2_eiffel-hobnail-jug-1l-lilla.jpg?6549e256,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1231-3_eiffel-hobnail-jug-1l-lilla.jpg?6549e625,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1231-3_eiffel-hobnail-jug-1l-lilla.jpg?6549e625,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1231-4_ambiente-2024-3.jpg?65d63046,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1231-4_ambiente-2024-3.jpg?65d63046,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1231-5_ambiente-2024-4.jpg?65d63183,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1231-5_ambiente-2024-4.jpg?65d63183"
Eiffel Hobnail Jug 1L Beryl,Item in Stock (24 pcs),130-5,"46.5
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_1000 ml• 33.8 oz,Produktinformation_Diameter_12,3 cm• 4,9in,Produktinformation_Height_28 cm• 11.1 in,Produktinformation_Weight_1,8 kg • 4.0 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/187-1_eiffel-hobnail-jug-1l-beryl.jpg?649ac78b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/187-1_eiffel-hobnail-jug-1l-beryl.jpg?649ac78b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/187-1_eiffel-hobnail-jug-1l-beryl.jpg?649ac78b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/187_ambiente-2024-4.jpg?65d6307a,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/187_ambiente-2024-4.jpg?65d6307a,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/187-2_ambiente-2024-3.jpg?65d6307b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/187-2_ambiente-2024-3.jpg?65d6307b"
Eiffel Hobnail Jug 1L Rosa,Preorder N/A,130-50,"46.5
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_1000 ml• 33.8 oz,Produktinformation_Diameter_12,3 cm• 4,9in,Produktinformation_Height_28 cm• 11.1 in,Produktinformation_Weight_1,8 kg • 4.0 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237-1_eiffel-hobnail-jug-1l-rosa.jpg?649ac873,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237-1_eiffel-hobnail-jug-1l-rosa.jpg?649ac873,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237-1_eiffel-hobnail-jug-1l-rosa.jpg?649ac873,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237_mix-jugs.jpg?6543a44e,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237_mix-jugs.jpg?6543a44e,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237-2_eiffel-hobnail-jug-1l-rosa.jpg?6549e276,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237-2_eiffel-hobnail-jug-1l-rosa.jpg?6549e276,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237-3_eiffel-hobnail-jug-1l-rosa.jpg?6549e644,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237-3_eiffel-hobnail-jug-1l-rosa.jpg?6549e644,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237-4_eiffel-hobnail-jug-1l-rosa.jpg?6549f4b4,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237-4_eiffel-hobnail-jug-1l-rosa.jpg?6549f4b4,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237-5_eiffel-hobnail-jug-1l-rosa.jpg?6549f662,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237-5_eiffel-hobnail-jug-1l-rosa.jpg?6549f662,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237_eiffel-hobnail-jug-1l-rosa.png?654b891e,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237_eiffel-hobnail-jug-1l-rosa.png?654b891e,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237-6_ambiente-2024-3.jpg?65d6303c,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1237-6_ambiente-2024-3.jpg?65d6303c"
Eiffel Hobnail Jug 1L Scandi Mint,Preorder N/A,130-55,"51
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_1000 ml• 33.8 oz,Produktinformation_Diameter_12,3 cm• 4,9in,Produktinformation_Height_28 cm• 11.1 in,Produktinformation_Weight_1,8 kg • 4.0 lbs",N/A,
Eiffel Hobnail Jug 1L Blue Smoke,Item in Stock (8 pcs),130-7,"46.5
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_1000 ml• 33.8 oz,Produktinformation_Diameter_12,3 cm• 4,9in,Produktinformation_Height_28 cm• 11.1 in,Produktinformation_Weight_1,8 kg • 4.0 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-1_eiffel-hobnail-jug-1l-blue-smoke.jpg?649ac7a7,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-1_eiffel-hobnail-jug-1l-blue-smoke.jpg?649ac7a7,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-1_eiffel-hobnail-jug-1l-blue-smoke.jpg?649ac7a7,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240_mix-jugs.jpg?6543a49f,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240_mix-jugs.jpg?6543a49f,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-2_ambiente-2024-4.jpg?65d6306e,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-2_ambiente-2024-4.jpg?65d6306e,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-3_ambiente-2024-3.jpg?65d6306f,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-3_ambiente-2024-3.jpg?65d6306f,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-4_eiffel-hobnail-jug-1l-blue-smoke.jpg?666004dd,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-4_eiffel-hobnail-jug-1l-blue-smoke.jpg?666004dd,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-5_eiffel-hobnail-jug-1l-blue-smoke.jpg?666004de,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-5_eiffel-hobnail-jug-1l-blue-smoke.jpg?666004de,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-6_eiffel-hobnail-jug-1l-blue-smoke.jpg?666004e1,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-6_eiffel-hobnail-jug-1l-blue-smoke.jpg?666004e1,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-7_eiffel-hobnail-jug-1l-blue-smoke.jpg?666004e2,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-7_eiffel-hobnail-jug-1l-blue-smoke.jpg?666004e2,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-8_eiffel-hobnail-jug-1l-blue-smoke.jpg?666004e3,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-8_eiffel-hobnail-jug-1l-blue-smoke.jpg?666004e3,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-9_eiffel-hobnail-jug-1l-blue-smoke.jpg?666004e3,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1240-9_eiffel-hobnail-jug-1l-blue-smoke.jpg?666004e3"
Eiffel Hobnail Jug 1L Indigo,Preorder N/A,130-72,"46.5
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_1000 ml• 33.8 oz,Produktinformation_Diameter_12,3 cm• 4,9in,Produktinformation_Height_28 cm• 11.1 in,Produktinformation_Weight_1,8 kg • 4.0 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5720-5_130-72-photocomingsoon.jpg?6718b07a,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5720-5_130-72-photocomingsoon.jpg?6718b07a,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5720-5_130-72-photocomingsoon.jpg?6718b07a,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5720-1_eiffel-hobnail-jug-1l-indigo.jpg?67179365,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5720-1_eiffel-hobnail-jug-1l-indigo.jpg?67179365,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5720_eiffel-hobnail-jug-1l-indigo.jpg?67179362,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5720_eiffel-hobnail-jug-1l-indigo.jpg?67179362,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5720-2_eiffel-hobnail-jug-1l-indigo.jpg?67179367,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5720-2_eiffel-hobnail-jug-1l-indigo.jpg?67179367,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5720-3_eiffel-hobnail-jug-1l-indigo.jpg?67179369,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5720-3_eiffel-hobnail-jug-1l-indigo.jpg?67179369,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5720-4_eiffel-hobnail-jug-1l-indigo.jpg?6717936c,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5720-4_eiffel-hobnail-jug-1l-indigo.jpg?6717936c"
Eiffel Hobnail Jug 1L Cashmere,Item in Stock (3 pcs),130-9,"46.5
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_1000 ml• 33.8 oz,Produktinformation_Diameter_12,3 cm• 4,9in,Produktinformation_Height_28 cm• 11.1 in,Produktinformation_Weight_1,8 kg • 4.0 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1246-1_eiffel-hobnail-jug-1l-cashmere.jpg?649ac7b6,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1246-1_eiffel-hobnail-jug-1l-cashmere.jpg?649ac7b6,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1246-1_eiffel-hobnail-jug-1l-cashmere.jpg?649ac7b6,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1246_mix-jugs.jpg?6543a4c6,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1246_mix-jugs.jpg?6543a4c6,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1246-2_ambiente-2024-4.jpg?65d631e4,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/1246-2_ambiente-2024-4.jpg?65d631e4"
Eiffel Hobnail Jug 350 ml Crystal,Item in Stock (15 pcs),131-10,"33.1
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_350 ml• 12 oz,Produktinformation_Diameter_11 cm• 4.3in,Produktinformation_Height_13 cm• 5.1 in",N/A,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5660_hobnail-small-jug-crystal.jpg?66ced36d
Opaline Eiffel Hobnail Jug 350 ml Creamy White,Item in Stock (21 pcs),131-101,"37
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_350 ml• 12 oz,Produktinformation_Diameter_11 cm• 4.3in,Produktinformation_Height_13 cm• 5.1 in",N/A,
Opaline Eiffel Hobnail Jug 350 ml Pastel Blue,Item in Stock (29 pcs),131-141,"37
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_350 ml• 12 oz,Produktinformation_Diameter_11 cm• 4.3in,Produktinformation_Height_13 cm• 5.1 in",N/A,
Eiffel Hobnail Jug 350 ml Rosa,Item in Stock (13 pcs),131-50,"33.1
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_350 ml• 12 oz,Produktinformation_Diameter_11 cm• 4.3in,Produktinformation_Height_13 cm• 5.1 in",N/A,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5789_rosaline-tall-jug-mini.jpg?6704e495
Eiffel Hobnail Jug 350 ml Indigo,Item in Stock (25 pcs),131-72,"33.1
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_350 ml• 12 oz,Produktinformation_Diameter_11 cm• 4.3in,Produktinformation_Height_13 cm• 5.1 in",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5723_131-72-photocomingsoon.jpg?6718b072,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5723_131-72-photocomingsoon.jpg?6718b072,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5723_131-72-photocomingsoon.jpg?6718b072,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5723-1_indigo-creamers.jpg?673d9cb0,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/5723-1_indigo-creamers.jpg?673d9cb0"
Eiffel Hobnail Jug 1L Crystal + Gold,Preorder N/A,135-25,"66.8
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_1000 ml• 33.8 oz,Produktinformation_Diameter_17 cm• 6.7in,Produktinformation_Height_27 cm• 10.6 in",N/A,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2769_eiffel-hobnail-jug-1l-crystal-gold.jpg?64d0bc01
Alice's Paris Hobnail Jug 2L Neon Pink,Item in Stock (3 pcs),101-155,"50
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_2000 ml• 67.6 oz,Produktinformation_Diameter_18 cm• 7.1in,Produktinformation_Height_23 cm• 9.1 in,Produktinformation_Weight_2 kg• 4.4 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2835_alice-s-paris-hobnail-jug-2l-neon-pink.jpg?6492db47,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2835_alice-s-paris-hobnail-jug-2l-neon-pink.jpg?6492db47,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2835_alice-s-paris-hobnail-jug-2l-neon-pink.jpg?6492db47,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2835-1_alice-s-paris-hobnail-jug-2l-neon-pink.jpg?6549f50a,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2835-1_alice-s-paris-hobnail-jug-2l-neon-pink.jpg?6549f50a,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2835-2_alice-s-paris-hobnail-jug-2l-neon-pink.jpg?6549f516,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2835-2_alice-s-paris-hobnail-jug-2l-neon-pink.jpg?6549f516,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2835-3_298705463-463879188980349-5363428249203795924-n.jpg?6555d4a3,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2835-3_298705463-463879188980349-5363428249203795924-n.jpg?6555d4a3"
Alice's Paris Hobnail Jug 2L Lime,Item in Stock (1 pcs),101-157,"55
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_2000 ml• 67.6 oz,Produktinformation_Diameter_18 cm• 7.1in,Produktinformation_Height_23 cm• 9.1 in,Produktinformation_Weight_2 kg• 4.4 lbs",N/A,"https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2838-1_alice-s-paris-hobnail-jug-2l-lime.jpg?6492db0f,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2838-1_alice-s-paris-hobnail-jug-2l-lime.jpg?6492db0f,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2838-1_alice-s-paris-hobnail-jug-2l-lime.jpg?6492db0f,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2838_alice-s-paris-hobnail-jug-2l-lime.jpg?6549e55f,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2838_alice-s-paris-hobnail-jug-2l-lime.jpg?6549e55f,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2838-2_alice-s-paris-hobnail-jug-2l-lime.jpg?6549e57b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2838-2_alice-s-paris-hobnail-jug-2l-lime.jpg?6549e57b,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2838-3_6bbee97b0ac73f542274cebfdd56fb4a.jpg?6555d264,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2838-3_6bbee97b0ac73f542274cebfdd56fb4a.jpg?6555d264"
Alice's Paris Hobnail Jug 2L Bright Neon Pink,Preorder N/A,101-158,"50
                }
            ]
        });
        
        
        
        
        
                    gtag('event'","Produktinformation_Volume_2000 ml• 67.6 oz,Produktinformation_Diameter_18 cm• 7.1in,Produktinformation_Height_23 cm• 9.1 in,Produktinformation_Weight_2 kg• 4.4 lbs",N/A,https://cdn.myshoptet.com/usr/www.annavonlipa.com/user/shop/big/2841_alice-s-paris-hobnail-jug-2l-bright-neon-pink.jpg?6492daa4
